indicator,County,Year,subgroup1,subgroup_cat1,subgroup2,subgroup_cat2,aaRate10K,count,cRate10K,dailyMean
Hospitalizations,New York State,2005-2007,"Month	","03	","Total	","	",.,10849,22.266,116.656
Hospitalizations,New York State,2005-2007,"Month	","04	","Total	","	",.,9555,20.264,106.167
Hospitalizations,New York State,2005-2007,"Month	","05	","Total	","	",.,11425,23.448,122.849
Hospitalizations,New York State,2005-2007,"Month	","06	","Total	","	",.,7560,16.033,84
Hospitalizations,New York State,2005-2007,"Month	","07	","Total	","	",.,6026,12.367,64.796
Hospitalizations,New York State,2005-2007,"Month	","08	","Total	","	",.,6115,12.55,65.753
Hospitalizations,New York State,2005-2007,"Month	","09	","Total	","	",.,9862,20.915,109.578
Hospitalizations,New York State,2005-2007,"Month	","10	","Total	","	",.,11577,23.76,124.484
Hospitalizations,New York State,2005-2007,"Month	","11	","Total	","	",.,11523,24.437,128.033
Hospitalizations,New York State,2005-2007,"Month	","12	","Total	","	",.,10603,21.761,114.011
Hospitalizations,New York State,2005-2007,"Total	","	","Total	","	",20.591,116422,20.293,106.321
Hospitalizations,New York State,"2006	","AgeGroup	","0-4	","Total	","	",.,7686,66.202,21.058
Hospitalizations,New York State,"2006	","AgeGroup	",15-19,"Total	","	",.,1244,9.022,3.408
Hospitalizations,New York State,"2006	","AgeGroup	",20-24,"Total	","	",.,922,6.959,2.526
Hospitalizations,New York State,"2006	","AgeGroup	",25-64,"Total	","	",.,16562,16.102,45.375
Hospitalizations,New York State,"2006	","AgeGroup	","5-14	","Total	","	",.,5612,22.794,15.375
Hospitalizations,New York State,"2006	","AgeGroup	","65+	","Total	","	",.,7612,30.543,20.855
Hospitalizations,New York State,"2006	","Month	","01	","Total	","	",.,3550,21.879,114.516
Hospitalizations,New York State,"2006	","Month	","02	","Total	","	",.,3391,23.138,121.107
Hospitalizations,New York State,"2006	","Month	","03	","Total	","	",.,3859,23.783,124.484
Hospitalizations,New York State,"2006	","Month	","04	","Total	","	",.,3212,20.455,107.067
Hospitalizations,New York State,"2006	","Month	","05	","Total	","	",.,4029,24.831,129.968
Hospitalizations,New York State,"2006	","Month	","06	","Total	","	",.,2557,16.284,85.233
Hospitalizations,New York State,"2006	","Month	","07	","Total	","	",.,2057,12.677,66.355
Hospitalizations,New York State,"2006	","Month	","08	","Total	","	",.,2011,12.394,64.871
Hospitalizations,New York State,"2006	","Month	","09	","Total	","	",.,3816,24.302,127.2
Hospitalizations,New York State,"2006	","Month	","10	","Total	","	",.,3866,23.826,124.71
Hospitalizations,New York State,"2006	","Month	","11	","Total	","	",.,3700,23.563,123.333
Hospitalizations,New York State,"2006	","Month	","12	","Total	","	",.,3590,22.125,115.806
Hospitalizations,New York State,"2006	","Total	","	","Total	","	",21.092,39638,20.748,108.597
Hospitalizations,New York State,2006-2008,"AgeGroup	","0-4	","Gender	","F	",.,7787,45.824,7.105
Hospitalizations,New York State,2006-2008,"AgeGroup	","0-4	","Gender	","M	",.,13798,77.608,12.589
Hospitalizations,New York State,2006-2008,"AgeGroup	","0-4	","Total	","	",.,21585,62.075,19.694
Hospitalizations,New York State,2006-2008,"AgeGroup	",15-19,"Gender	","F	",.,2002,9.881,1.827
Hospitalizations,New York State,2006-2008,"AgeGroup	",15-19,"Gender	","M	",.,1475,6.921,1.346
Hospitalizations,New York State,2006-2008,"AgeGroup	",15-19,"Total	","	",.,3477,8.364,3.172
Hospitalizations,New York State,2006-2008,"AgeGroup	",20-24,"Gender	","F	",.,1905,9.549,1.738
Hospitalizations,New York State,2006-2008,"AgeGroup	",20-24,"Gender	","M	",.,921,4.52,0.84
Hospitalizations,New York State,2006-2008,"AgeGroup	",20-24,"Total	","	",.,2826,7.008,2.578
Hospitalizations,New York State,2006-2008,"AgeGroup	",25-64,"Gender	","F	",.,34810,21.86,31.761
Hospitalizations,New York State,2006-2008,"AgeGroup	",25-64,"Gender	","M	",.,14932,9.948,13.624
Hospitalizations,New York State,2006-2008,"AgeGroup	",25-64,"Total	","	",.,49744,16.08,45.387
Hospitalizations,New York State,2006-2008,"AgeGroup	","5-14	","Gender	","F	",.,6216,17.463,5.672
Hospitalizations,New York State,2006-2008,"AgeGroup	","5-14	","Gender	","M	",.,9314,25.045,8.498
Hospitalizations,New York State,2006-2008,"AgeGroup	","5-14	","Total	","	",.,15530,21.337,14.17
Hospitalizations,New York State,2006-2008,"AgeGroup	","65+	","Gender	","F	",.,17077,38.223,15.581
Hospitalizations,New York State,2006-2008,"AgeGroup	","65+	","Gender	","M	",.,6539,21.085,5.966
Hospitalizations,New York State,2006-2008,"AgeGroup	","65+	","Total	","	",.,23616,31.201,21.547
Hospitalizations,New York State,2006-2008,"Month	","01	","Total	","	",.,10718,21.986,115.247
Hospitalizations,New York State,2006-2008,"Month	","02	","Total	","	",.,10426,23.4,122.659
Hospitalizations,New York State,2006-2008,"Month	","03	","Total	","	",.,11103,22.776,119.387
Hospitalizations,New York State,2006-2008,"Month	","04	","Total	","	",.,9360,19.841,104
Hospitalizations,New York State,2006-2008,"Month	","05	","Total	","	",.,11121,22.813,119.581
Hospitalizations,New York State,2006-2008,"Month	","06	","Total	","	",.,7410,15.707,82.333
Hospitalizations,New York State,2006-2008,"Month	","07	","Total	","	",.,6044,12.398,64.989
Hospitalizations,New York State,2006-2008,"Month	","08	","Total	","	",.,6275,12.872,67.473
Hospitalizations,New York State,2006-2008,"Month	","09	","Total	","	",.,10592,22.452,117.689
Hospitalizations,New York State,2006-2008,"Month	","10	","Total	","	",.,11582,23.759,124.538
Hospitalizations,New York State,2006-2008,"Month	","11	","Total	","	",.,11261,23.87,125.122
Hospitalizations,New York State,2006-2008,"Month	","12	","Total	","	",.,10886,22.331,117.054
Hospitalizations,New York State,2006-2008,"Total	","	","Total	","	",20.568,116778,20.327,106.549
Hospitalizations,New York State,"2007	","AgeGroup	","0-4	","Total	","	",.,6803,58.798,18.638
Hospitalizations,New York State,"2007	","AgeGroup	",15-19,"Total	","	",.,1167,8.409,3.197
Hospitalizations,New York State,"2007	","AgeGroup	",20-24,"Total	","	",.,916,6.815,2.51
Hospitalizations,New York State,"2007	","AgeGroup	",25-64,"Total	","	",.,16253,15.772,44.529
Hospitalizations,New York State,"2007	","AgeGroup	","5-14	","Total	","	",.,5119,21.147,14.025
Hospitalizations,New York State,"2007	","AgeGroup	","65+	","Total	","	",.,7522,29.878,20.608
Hospitalizations,New York State,"2007	","Month	","01	","Total	","	",.,3521,21.669,113.581
Hospitalizations,New York State,"2007	","Month	","02	","Total	","	",.,3101,21.128,110.75
Hospitalizations,New York State,"2007	","Month	","03	","Total	","	",.,3573,21.989,115.258
Hospitalizations,New York State,"2007	","Month	","04	","Total	","	",.,3055,19.427,101.833
Hospitalizations,New York State,"2007	","Month	","05	","Total	","	",.,3488,21.465,112.516
Hospitalizations,New York State,"2007	","Month	","06	","Total	","	",.,2378,15.122,79.267
Hospitalizations,New York State,"2007	","Month	","07	","Total	","	",.,1957,12.044,63.129
Hospitalizations,New York State,"2007	","Month	","08	","Total	","	",.,2125,13.077,68.548
Hospitalizations,New York State,"2007	","Month	","09	","Total	","	",.,3247,20.648,108.233
Hospitalizations,New York State,"2007	","Month	","10	","Total	","	",.,3832,23.582,123.613
Hospitalizations,New York State,"2007	","Month	","11	","Total	","	",.,3974,25.272,132.467
Hospitalizations,New York State,"2007	","Month	","12	","Total	","	",.,3529,21.718,113.839
Hospitalizations,New York State,"2007	","Total	","	","Total	","	",19.988,37780,19.747,103.507
Hospitalizations,New York State,2007-2009,"AgeGroup	","0-4	","Gender	","F	",.,7760,45.716,7.08
Hospitalizations,New York State,2007-2009,"AgeGroup	","0-4	","Gender	","M	",.,13740,77.357,12.536
Hospitalizations,New York State,2007-2009,"AgeGroup	","0-4	","Total	","	",.,21500,61.895,19.617
Hospitalizations,New York State,2007-2009,"AgeGroup	",15-19,"Gender	","F	",.,1954,9.637,1.783
Hospitalizations,New York State,2007-2009,"AgeGroup	",15-19,"Gender	","M	",.,1497,7.023,1.366
Hospitalizations,New York State,2007-2009,"AgeGroup	",15-19,"Total	","	",.,3451,8.297,3.149
Hospitalizations,New York State,2007-2009,"AgeGroup	",20-24,"Gender	","F	",.,2021,9.967,1.844
Hospitalizations,New York State,2007-2009,"AgeGroup	",20-24,"Gender	","M	",.,1043,5.042,0.952
Hospitalizations,New York State,2007-2009,"AgeGroup	",20-24,"Total	","	",.,3064,7.48,2.796
Hospitalizations,New York State,2007-2009,"AgeGroup	",25-64,"Gender	","F	",.,36028,22.548,32.872
Hospitalizations,New York State,2007-2009,"AgeGroup	",25-64,"Gender	","M	",.,15317,10.161,13.975
Hospitalizations,New York State,2007-2009,"AgeGroup	",25-64,"Total	","	",.,51347,16.535,46.849
Hospitalizations,New York State,2007-2009,"AgeGroup	","5-14	","Gender	","F	",.,6267,17.793,5.718
Hospitalizations,New York State,2007-2009,"AgeGroup	","5-14	","Gender	","M	",.,9262,25.179,8.451
Hospitalizations,New York State,2007-2009,"AgeGroup	","5-14	","Total	","	",.,15529,21.566,14.169
Hospitalizations,New York State,2007-2009,"AgeGroup	","65+	","Gender	","F	",.,17521,38.816,15.986
Hospitalizations,New York State,2007-2009,"AgeGroup	","65+	","Gender	","M	",.,6938,21.99,6.33
Hospitalizations,New York State,2007-2009,"AgeGroup	","65+	","Total	","	",.,24459,31.893,22.317
Hospitalizations,New York State,2007-2009,"Month	","01	","Total	","	",.,10926,22.334,117.484
Hospitalizations,New York State,2007-2009,"Month	","02	","Total	","	",.,10323,23.088,121.447
Hospitalizations,New York State,2007-2009,"Month	","03	","Total	","	",.,10695,21.862,115
Hospitalizations,New York State,2007-2009,"Month	","04	","Total	","	",.,9353,19.756,103.922
Hospitalizations,New York State,2007-2009,"Month	","05	","Total	","	",.,11026,22.539,118.559
Hospitalizations,New York State,2007-2009,"Month	","06	","Total	","	",.,8032,16.966,89.244
Hospitalizations,New York State,2007-2009,"Month	","07	","Total	","	",.,6232,12.739,67.011
Hospitalizations,New York State,2007-2009,"Month	","08	","Total	","	",.,7092,14.497,76.258
Hospitalizations,New York State,2007-2009,"Month	","09	","Total	","	",.,11471,24.23,127.456
Hospitalizations,New York State,2007-2009,"Month	","10	","Total	","	",.,12069,24.671,129.774
Hospitalizations,New York State,2007-2009,"Month	","11	","Total	","	",.,11422,24.127,126.911
Hospitalizations,New York State,2007-2009,"Month	","12	","Total	","	",.,10709,21.891,115.151
Hospitalizations,New York State,2007-2009,"Total	","	","Total	","	",20.895,119350,20.702,108.896
Hospitalizations,New York State,"2008	","AgeGroup	","0-4	","Total	","	",.,7096,61.213,19.388
Hospitalizations,New York State,"2008	","AgeGroup	",15-19,"Total	","	",.,1066,7.666,2.913
Hospitalizations,New York State,"2008	","AgeGroup	",20-24,"Total	","	",.,988,7.246,2.699
Hospitalizations,New York State,"2008	","AgeGroup	",25-64,"Total	","	",.,16929,16.366,46.254
Hospitalizations,New York State,"2008	","AgeGroup	","5-14	","Total	","	",.,4799,20.032,13.112
Hospitalizations,New York State,"2008	","AgeGroup	","65+	","Total	","	",.,8482,33.142,23.175
Hospitalizations,New York State,"2008	","Month	","01	","Total	","	",.,3647,22.412,117.645
Hospitalizations,New York State,"2008	","Month	","02	","Total	","	",.,3934,25.843,135.655
Hospitalizations,New York State,"2008	","Month	","03	","Total	","	",.,3671,22.559,118.419
Hospitalizations,New York State,"2008	","Month	","04	","Total	","	",.,3093,19.641,103.1
Hospitalizations,New York State,"2008	","Month	","05	","Total	","	",.,3604,22.147,116.258
Hospitalizations,New York State,"2008	","Month	","06	","Total	","	",.,2475,15.716,82.5
Hospitalizations,New York State,"2008	","Month	","07	","Total	","	",.,2030,12.475,65.484
Hospitalizations,New York State,"2008	","Month	","08	","Total	","	",.,2139,13.145,69
Hospitalizations,New York State,"2008	","Month	","09	","Total	","	",.,3529,22.409,117.633
Hospitalizations,New York State,"2008	","Month	","10	","Total	","	",.,3884,23.868,125.29
Hospitalizations,New York State,"2008	","Month	","11	","Total	","	",.,3587,22.778,119.567
Hospitalizations,New York State,"2008	","Month	","12	","Total	","	",.,3767,23.149,121.516
Hospitalizations,New York State,"2008	","Total	","	","Total	","	",20.616,39360,20.487,107.541
Hospitalizations,New York State,2008-2010,"AgeGroup	","0-4	","Gender	","F	",.,7584,44.641,6.92
Hospitalizations,New York State,2008-2010,"AgeGroup	","0-4	","Gender	","M	",.,13637,76.717,12.443
Hospitalizations,New York State,2008-2010,"AgeGroup	","0-4	","Total	","	",.,21221,61.042,19.362
Hospitalizations,New York State,2008-2010,"AgeGroup	",15-19,"Gender	","F	",.,1891,9.385,1.725
Hospitalizations,New York State,2008-2010,"AgeGroup	",15-19,"Gender	","M	",.,1340,6.331,1.223
Hospitalizations,New York State,2008-2010,"AgeGroup	",15-19,"Total	","	",.,3231,7.82,2.948
Hospitalizations,New York State,2008-2010,"AgeGroup	",20-24,"Gender	","F	",.,1999,9.684,1.824
Hospitalizations,New York State,2008-2010,"AgeGroup	",20-24,"Gender	","M	",.,1049,4.986,0.957
Hospitalizations,New York State,2008-2010,"AgeGroup	",20-24,"Total	","	",.,3048,7.313,2.781
Hospitalizations,New York State,2008-2010,"AgeGroup	",25-64,"Gender	","F	",.,36035,22.443,32.879
Hospitalizations,New York State,2008-2010,"AgeGroup	",25-64,"Gender	","M	",.,15267,10.069,13.93
Hospitalizations,New York State,2008-2010,"AgeGroup	",25-64,"Total	","	",.,51303,16.434,46.809
Hospitalizations,New York State,2008-2010,"AgeGroup	","5-14	","Gender	","F	",.,6041,17.27,5.512
Hospitalizations,New York State,2008-2010,"AgeGroup	","5-14	","Gender	","M	",.,8995,24.628,8.207
Hospitalizations,New York State,2008-2010,"AgeGroup	","5-14	","Total	","	",.,15036,21.028,13.719
Hospitalizations,New York State,2008-2010,"AgeGroup	","65+	","Gender	","F	",.,18274,40.033,16.673
Hospitalizations,New York State,2008-2010,"AgeGroup	","65+	","Gender	","M	",.,7092,22.074,6.471
Hospitalizations,New York State,2008-2010,"AgeGroup	","65+	","Total	","	",.,25366,32.615,23.144
Hospitalizations,New York State,2008-2010,"Month	","01	","Total	","	",.,11047,22.476,118.785
Hospitalizations,New York State,2008-2010,"Month	","02	","Total	","	",.,10519,23.416,123.753
Hospitalizations,New York State,2008-2010,"Month	","03	","Total	","	",.,10564,21.494,113.591
Hospitalizations,New York State,2008-2010,"Month	","04	","Total	","	",.,9852,20.713,109.467
Hospitalizations,New York State,2008-2010,"Month	","05	","Total	","	",.,10555,21.475,113.495
Hospitalizations,New York State,2008-2010,"Month	","06	","Total	","	",.,8024,16.87,89.156
Hospitalizations,New York State,2008-2010,"Month	","07	","Total	","	",.,6286,12.79,67.591
Hospitalizations,New York State,2008-2010,"Month	","08	","Total	","	",.,7099,14.444,76.333
Hospitalizations,New York State,2008-2010,"Month	","09	","Total	","	",.,11797,24.802,131.078
Hospitalizations,New York State,2008-2010,"Month	","10	","Total	","	",.,12044,24.505,129.505
Hospitalizations,New York State,2008-2010,"Month	","11	","Total	","	",.,10690,22.475,118.778
Hospitalizations,New York State,2008-2010,"Month	","12	","Total	","	",.,10728,21.827,115.355
Hospitalizations,New York State,2008-2010,"Total	","	","Total	","	",20.699,119205,20.58,108.764
Hospitalizations,New York State,"2009	","AgeGroup	","0-4	","Total	","	",.,7601,65.676,20.825
Hospitalizations,New York State,"2009	","AgeGroup	",15-19,"Total	","	",.,1218,8.821,3.337
Hospitalizations,New York State,"2009	","AgeGroup	",20-24,"Total	","	",.,1160,8.353,3.178
Hospitalizations,New York State,"2009	","AgeGroup	",25-64,"Total	","	",.,18165,17.46,49.767
Hospitalizations,New York State,"2009	","AgeGroup	","5-14	","Total	","	",.,5611,23.535,15.373
Hospitalizations,New York State,"2009	","AgeGroup	","65+	","Total	","	",.,8455,32.617,23.164
Hospitalizations,New York State,"2009	","Month	","01	","Total	","	",.,3758,22.918,121.226
Hospitalizations,New York State,"2009	","Month	","02	","Total	","	",.,3288,22.2,117.429
Hospitalizations,New York State,"2009	","Month	","03	","Total	","	",.,3451,21.046,111.323
Hospitalizations,New York State,"2009	","Month	","04	","Total	","	",.,3205,20.197,106.833
Hospitalizations,New York State,"2009	","Month	","05	","Total	","	",.,3934,23.991,126.903
Hospitalizations,New York State,"2009	","Month	","06	","Total	","	",.,3179,20.033,105.967
Hospitalizations,New York State,"2009	","Month	","07	","Total	","	",.,2245,13.691,72.419
Hospitalizations,New York State,"2009	","Month	","08	","Total	","	",.,2828,17.246,91.226
Hospitalizations,New York State,"2009	","Month	","09	","Total	","	",.,4695,29.586,156.5
Hospitalizations,New York State,"2009	","Month	","10	","Total	","	",.,4353,26.546,140.419
Hospitalizations,New York State,"2009	","Month	","11	","Total	","	",.,3861,24.331,128.7
Hospitalizations,New York State,"2009	","Month	","12	","Total	","	",.,3413,20.814,110.097
Hospitalizations,New York State,"2009	","Total	","	","Total	","	",22.077,42210,21.862,115.644
Hospitalizations,New York State,2009-2011,"AgeGroup	","0-4	","Gender	","F	",.,7260,42.601,6.63
Hospitalizations,New York State,2009-2011,"AgeGroup	","0-4	","Gender	","M	",.,12966,72.698,11.841
Hospitalizations,New York State,2009-2011,"AgeGroup	","0-4	","Total	","	",.,20226,57.991,18.471
Hospitalizations,New York State,2009-2011,"AgeGroup	",15-19,"Gender	","F	",.,1791,9,1.636
Hospitalizations,New York State,2009-2011,"AgeGroup	",15-19,"Gender	","M	",.,1342,6.434,1.226
Hospitalizations,New York State,2009-2011,"AgeGroup	",15-19,"Total	","	",.,3133,7.687,2.861
Hospitalizations,New York State,2009-2011,"AgeGroup	",20-24,"Gender	","F	",.,1920,9.14,1.753
Hospitalizations,New York State,2009-2011,"AgeGroup	",20-24,"Gender	","M	",.,1067,4.983,0.974
Hospitalizations,New York State,2009-2011,"AgeGroup	",20-24,"Total	","	",.,2987,7.041,2.728
